id,date,open,high,low,close,volume,price_diff,daily_return,Trend
1,2026-03-16,398.07,400.63,394.79,399.95,27733721.0,1.8799999999999955,0.47227874494435534,Upward
2,2026-03-17,400.27,404.4,397.745,399.41,26228279.0,-0.8599999999999568,-0.21485497289328626,Downward
3,2026-03-18,397.125,398.0,391.0,391.79,25908484.0,-5.3349999999999795,-1.3434057286748453,Downward
4,2026-03-19,390.1,392.49,387.06,389.02,25138772.0,-1.080000000000041,-0.2768520892079059,Downward
5,2026-03-20,386.79,387.0,380.12,381.87,50853154.0,-4.920000000000016,-1.2720080663926203,Downward
6,2026-03-23,383.9,387.21,381.68,383.0,29680059.0,-0.8999999999999773,-0.23443605105495632,Downward
7,2026-03-24,382.36,382.47,371.85,372.74,42733625.0,-9.620000000000005,-2.5159535516267404,Downward
